Sample_Type,Genes,Log_Fold_Expression
Col_Neg,KRT80,1.2753908122303
Col_Neg,KRT80,3.23006586140935
Col_Neg,KRT80,2.36363188570942
Col_Neg,KRT80,1.92001769015105
CON,KRT80,40
CON,KRT80,-0.0831776616671904
CON,KRT80,40
CON,KRT80,-0.131697964306387
CON,KRT80,2.6270278143222
CON,KRT80,0.395093892919173
CON,KRT80,1.52492379723188
CON,KRT80,2.89042374293497
CON,KRT80,3.93707598558049
CON,KRT80,2.68941106057259
CON,KRT80,1.77445678223346
CON,KRT80,0.651558349726348
CON,KRT80,1.82297708487266
CON,KRT80,1.47640349459269
CON,KRT80,1.35856847389749
CON,KRT80,-0.98426899639512
CON,KRT80,40
CON,KRT80,0.956543109172727
CON,KRT80,0.429751251947168
CON,KRT80,1.20607609417431
CON,KRT80,0.762461898615945
CON,KRT80,1.89229180292865
CON,KRT80,1.86456591570626
CON,KRT80,40
CON,KRT80,-1.09517254528471
CON,KRT80,1.34470553028629
CON,KRT80,1.47640349459268
CON,KRT80,-0.180218266945586
CON,KRT80,-1.12289843250711
CON,KRT80,0.39509389291917
CON,KRT80,2.75872577862858
CON,KRT80,2.50226132182141
CON,KRT80,0.471340082780766
CON,KRT80,3.59050239530052
CON,KRT80,1.54571821264868
CRC,CEL,3.32710646668774
CRC,CEL,0.540654800836757
CRC,CEL,5.20553532600519
CRC,CEL,2.09330448529104
CRC,CEL,0.61690099069835
CRC,CEL,-0.138629436111987
CRC,CEL,0.547586272642357
CRC,CEL,-0.00693147180560178
CRC,CEL,1.53878674084308
CRC,CEL,0.194081210556787
CRC,CEL,0.00693147180560173
CRC,CEL,-2.4883983782102
CRC,CEL,0.658489821531946
CRC,CEL,-0.0485203026391952
CRC,CEL,-1.18528167875751
CRC,CEL,40
CRC,CEL,-1.14369284792391
CRC,CEL,40
CRC,CEL,-0.838708088477533
CRC,CEL,40
CRC,CEL,1.2684593404247
CRC,CEL,-0.831776616671935
CRC,CEL,-1.15062431972951
CRC,CEL,-0.27032740041838
CRC,CEL,40
CRC,CEL,40
CRC,CEL,40
CRC,CEL,40
CRC,CEL,40
CRC,CEL,1.85763444390065
CRC,CEL,40
CRC,CEL,-0.519860385419958
CRC,CEL,-1.90615474653985
AA,CEL,-1.72593647959426
AA,CEL,40
AA,CEL,-0.367368005696771
AA,CEL,0.99120046820072
AA,CEL,0.512928913614357
AA,CEL,-0.298053287640775
AA,CEL,0.824845144866335
AA,CEL,0.76246189861594
AA,CEL,0.914954278339129
AA,CEL,1.41402024834229
AA,CEL,-1.67741617695507
AA,CEL,40
AA,CEL,40
AA,CEL,40
AA,CEL,0.686215708754344
AA,CEL,-1.47640349459268
AA,CEL,-0.145560907917588
AA,CEL,-0.374299477502369
AA,CEL,1.69127912056627
AA,CEL,40
AA,CEL,-0.221807097779181
AA,CEL,40
AA,CEL,40
AA,CEL,40
AA,CEL,0.187149738751186
AA,CEL,1.47640349459268
AA,CEL,40
AA,CEL,1.31697964306389
Col_Neg,CEL,40
Col_Neg,CEL,0.214875625973583
Col_Neg,CEL,-0.651558349726348
Col_Neg,CEL,40
Col_Neg,CEL,3.75685771863491
Col_Neg,CEL,0.519860385419958
Col_Neg,CEL,3.94400745738609
Col_Neg,CEL,40
Col_Neg,CEL,0.332710646668773
Col_Neg,CEL,-0.201012682362382
Col_Neg,CEL,40
Col_Neg,CEL,40
Col_Neg,CEL,0.603038047087154
Col_Neg,CEL,40
Col_Neg,CEL,0.880296919311129
Col_Neg,CEL,40
Col_Neg,CEL,-0.582243631670353
Col_Neg,CEL,-1.11596696070151
CON,CEL,40
CON,CEL,1.29618522764709
CON,CEL,1.62196440251027
CON,CEL,3.49346179002212
CON,CEL,-0.651558349726346
CON,CEL,-1.44174613556468
CON,CEL,2.82804049668458
CON,CEL,0.880296919311129
CON,CEL,40
CON,CEL,40
CON,CEL,-1.2199390377855
CON,CEL,-0.526791857225558
CON,CEL,1.07437812986791
CON,CEL,40
CON,CEL,40
CON,CEL,40
CON,CEL,40
CON,CEL,-0.48520302639196
CON,CEL,40
CON,CEL,40
CON,CEL,40
CON,CEL,0.103972077083994
CON,CEL,1.2753908122303
CON,CEL,2.543850152655
CON,CEL,40
CON,CEL,40
CON,CEL,40
CON,CEL,-2.37056335751501
CON,CEL,1.48333496639828
CON,CEL,0.180218266945588
CON,CEL,0.51986038541996
CON,CEL,40
CON,CEL,40
CON,CEL,40
CON,CEL,40
CRC,COMP,0.065848982153194
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,-0.065848982153194
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,0.502531705905961
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,1.20261035827151
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,-1.19567888646591
CRC,COMP,40
CRC,COMP,40
CRC,COMP,0.36390226979397
CRC,COMP,40
CRC,COMP,-0.39855962882197
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
CRC,COMP,-0.655024085629148
CRC,COMP,40
CRC,COMP,40
CRC,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,0.682749972851546
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,0.363902269793968
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,2.33244026258421
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
AA,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,2.32550879077862
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
Col_Neg,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,1.65315602563547
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CON,COMP,40
CRC,DPEP1,0.776324842227137
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,1.2753908122303
CRC,DPEP1,40
CRC,DPEP1,-2.01012682362384
CRC,DPEP1,1.55264968445428
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,0
CRC,DPEP1,40
CRC,DPEP1,-0.124766492500792
CRC,DPEP1,-0.928817221950327
CRC,DPEP1,-0.346573590279975
CRC,DPEP1,1.35163700209189
CRC,DPEP1,1.09517254528471
CRC,DPEP1,-1.2684593404247
CRC,DPEP1,0.810982201255132
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,-6.49478908184669
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
CRC,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,0.34657359027997
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,-0.769393370421544
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,-0.339642118474375
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,2.25965980862542
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,40
AA,DPEP1,-3.20233997418695
AA,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
Col_Neg,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CON,DPEP1,40
CRC,CPNE7,0.939214429658725
CRC,CPNE7,1.2649936045219
CRC,CPNE7,2.47800117050181
CRC,CPNE7,3.8296381725937
CRC,CPNE7,2.5681103039746
CRC,CPNE7,40
CRC,CPNE7,3.10876510481136
CRC,CPNE7,40
CRC,CPNE7,-0.731270275490743
CRC,CPNE7,0.0311916231252
CRC,CPNE7,-1.20261035827151
CRC,CPNE7,40
CRC,CPNE7,40
CRC,CPNE7,0.301519023543574
CRC,CPNE7,2.15222199563863
CRC,CPNE7,-1.00852914771472
CRC,CPNE7,1.13329564021551
CRC,CPNE7,-2.5403844167522
CRC,CPNE7,-0.0311916231251999
CRC,CPNE7,-1.69474485646907
CRC,CPNE7,0.239135777293182
CRC,CPNE7,-3.09490216120015
CRC,CPNE7,-1.2996509635499
CRC,CPNE7,0.856036767991531
CRC,CPNE7,40
CRC,CPNE7,40
CRC,CPNE7,40
CRC,CPNE7,40
CRC,CPNE7,-1.79178546174746
CRC,CPNE7,-1.40362304063389
CRC,CPNE7,40
CRC,CPNE7,-1.62543013841307
CRC,CPNE7,-2.526521473141
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,1.2927194917443
AA,CPNE7,-1.50759511771788
AA,CPNE7,40
AA,CPNE7,-0.509463177711558
AA,CPNE7,40
AA,CPNE7,-1.53532100494028
AA,CPNE7,40
AA,CPNE7,-2.74139709911458
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,-0.211409890070782
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,0.564914952156357
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,40
AA,CPNE7,-1.07784386577072
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
Col_Neg,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,-1.63929308202427
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,-1.71553927188586
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,2.45720675508501
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
CON,CPNE7,40
